lga_code,lda_name,2016,2018
44060,Marion,92312,93448
44210,Mid Murray,8984,9094
44340,Mitcham,67259,67474
44550,Mount Barker,35545,36571
44620,Mount Gambier,27177,27275
44830,Mount Remarkable,2910,2909
45040,Murray Bridge,22166,22495
45090,Naracoorte and Lucindale,8533,8555
45120,Northern Areas,4604,4619
45290,Norwood Payneham St Peters,36757,37056
45340,Onkaparinga,171496,172938
45400,Orroroo-Carrieton,854,850
45540,Peterborough,1700,1687
45680,Playford,93426,94848
45890,Port Adelaide Enfield,126125,127740
46090,Port Augusta,14102,13862
46300,Port Lincoln,14627,14718
46450,Port Pirie City and Dists,17631,17634
46510,Prospect,21260,21520
46670,Renmark Paringa,9870,9907
46860,Robe,1444,1450
46970,Roxby Downs,4014,3954
47140,Salisbury,142558,143560
47290,Southern Mallee,2094,2080
47490,Streaky Bay,2214,2192
47630,Tatiara,6795,6816
47700,Tea Tree Gully,99697,100261
47800,The Coorong,5463,5429
47910,Tumby Bay,2688,2702
47980,Unley,39150,39208
48050,Victor Harbor,15249,15465
48130,Wakefield,6815,6838
48260,Walkerville,7946,8000
48340,Wattle Range,12032,12041
48410,West Torrens,60109,60842
48540,Whyalla,21767,21665
48640,Wudinna,1294,1300
48750,Yankalilla,5478,5572
48830,Yorke Peninsula,11329,11324
49399,Unincorporated SA,3520,3514
50080,Albany,37820,38053
50210,Armadale,87607,90797
50250,Ashburton,13327,13305
50280,Augusta-Margaret River,15694,16172
50350,Bassendean,15735,15823
50420,Bayswater,68197,68362
50490,Belmont,41484,42078
50560,Beverley,1748,1758
50630,Boddington,1833,1801
50770,Boyup Brook,1756,1763
50840,Bridgetown-Greenbushes,4722,4740
50910,Brookton,965,952
50980,Broome,16947,16907
51080,Broomehill-Tambellup,1132,1108
51120,Bruce Rock,939,940
51190,Bunbury,31767,31644
51260,Busselton,38921,39623
51310,Cambridge,28464,28867
51330,Canning,92888,92888
51400,Capel,18020,18161
51470,Carnamah,541,534
51540,Carnarvon,5361,5182
51610,Chapman Valley,1492,1513
51680,Chittering,5742,5898
51750,Claremont,10698,10712
51820,Cockburn,112124,114320
51890,Collie,8754,8672
51960,Coolgardie,3505,3404
52030,Coorow,1004,980
52100,Corrigin,1146,1133
52170,Cottesloe,8184,8251
52240,Cranbrook,1077,1057
52310,Cuballing,862,850
52380,Cue,148,143
52450,Cunderdin,1439,1422
52520,Dalwallinu,1431,1401
52590,Dandaragan,3258,3266
52660,Dardanup,14366,14449
52730,Denmark,6154,6215
52800,Derby-West Kimberley,8253,8202
52870,Donnybrook-Balingup,6061,6095
52940,Dowerin,676,671
53010,Dumbleyung,676,665
53080,Dundas,735,714
53150,East Fremantle,7809,7837
53220,East Pilbara,10968,10928
53290,Esperance,14279,14225
53360,Exmouth,2835,2871
53430,Fremantle,30854,31084
53570,Gingin,5255,5273
53640,Gnowangerup,1207,1200
53710,Goomalling,1011,1002
53780,Gosnells,123263,124081
53800,Greater Geraldton,38730,38288
53920,Halls Creek,3490,3454
53990,Harvey,27793,27975
54060,Irwin,3560,3567
54130,Jerramungup,1133,1127
54170,Joondalup,159977,159806
54200,Kalamunda,58932,58954
54280,Kalgoorlie-Boulder,29989,29469
54310,Karratha,22407,22716
54340,Katanning,4084,4042
54410,Kellerberrin,1207,1195
54480,Kent,562,559
54550,Kojonup,1980,1939
54620,Kondinin,870,857
54690,Koorda,408,406
54760,Kulin,774,761
54830,Kwinana,43496,45092
54900,Lake Grace,1281,1263
54970,Laverton,1206,1197
55040,Leonora,1529,1526
55110,Mandurah,85281,86474
55180,Manjimup,9159,9111
55250,Meekatharra,1008,983
55320,Melville,101897,102307
55390,Menzies,521,520
55460,Merredin,3409,3365
55530,Mingenew,432,427
55600,Moora,2425,2374
55670,Morawa,698,674
55740,Mosman Park,9062,9111
55810,Mount Magnet,464,454
55880,Mount Marshall,518,519
55950,Mukinbudin,531,533
56090,Mundaring,39131,39100
56160,Murchison,162,162
56230,Murray,17650,17911
56300,Nannup,1363,1386
56370,Narembeen,837,845
56460,Narrogin,5039,4984
56580,Nedlands,22534,22599
56620,Ngaanyatjarraku,1747,1750
56730,Northam,11188,11049
56790,Northampton,3077,2944
56860,Nungarin,247,249
56930,Peppermint Grove,1720,1732
57000,Perenjori,596,580
57080,Perth,27720,28832
57140,Pingelly,1152,1147
57210,Plantagenet,5249,5263
57280,Port Hedland,14971,15144
57350,Quairading,1007,999
57420,Ravensthorpe,1598,1558
57490,Rockingham,133352,135943
57630,Sandstone,81,79
57700,Serpentine-Jarrahdale,30927,32562
57770,Shark Bay,946,939
57840,South Perth,43523,43773
57910,Stirling,220135,221040
57980,Subiaco,17093,17251
58050,Swan,143333,147353
58190,Tammin,401,398
58260,Three Springs,591,573
58330,Toodyay,4427,4458
58400,Trayning,348,352
58470,Upper Gascoyne,279,285
58510,Victoria Park,36568,36962
58540,Victoria Plains,934,914
58570,Vincent,36058,36561
58610,Wagin,1824,1786
58680,Wandering,431,424
58760,Wanneroo,203609,208237
58820,Waroona,4169,4212
58890,West Arthur,798,780
59030,Westonia,302,306
59100,Wickepin,730,714
59170,Williams,1024,1010
59250,Wiluna,706,684
59310,Wongan-Ballidu,1299,1288
59320,Woodanilling,428,430
59330,Wyalkatchem,498,492
59340,Wyndham-East Kimberley,7315,7338
59350,Yalgoo,357,356
59360,Yilgarn,1169,1163
59370,York,3591,3575
60210,Break O`Day,6231,6288
60410,Brighton,17289,17675
60610,Burnie,19344,19550
60810,Central Coast,21902,21938
61010,Central Highlands,2144,2130
61210,Circular Head,8066,8078
61410,Clarence,56945,57807
61510,Derwent Valley,10287,10424
61610,Devonport,25413,25633
61810,Dorset,6652,6634
62010,Flinders,987,1010
62210,George Town,6932,6968
62410,Glamorgan-Spring Bay,4529,4602
62610,Glenorchy,47645,47969
62810,Hobart,53766,54649
63010,Huon Valley,17221,17561
63210,Kentish,6324,6315
63410,King Island,1601,1610
63610,Kingborough,37738,38310
63810,Latrobe,11328,11638
64010,Launceston,67473,68007
64210,Meander Valley,19713,19844
64610,Northern Midlands,13299,13437
64810,Sorell,15216,15603
65010,Southern Midlands,6117,6290
65210,Tasman,2404,2414
65410,Waratah-Wynyard,13797,13828
65610,West Coast,4166,4175
65810,West Tamar,23769,24070
70200,Alice Springs,26502,26390
70420,Barkly,7384,7369
70540,Belyuen,174,175
70620,Central Desert,4204,4231
70700,Coomalie,1390,1370
71000,Darwin,84500,82886
71300,East Arnhem,10336,10344
72200,Katherine,10610,10623
72300,Litchfield,25583,25561
72330,MacDonnell,6857,6917
72800,Palmerston,37818,38270
73600,Roper Gulf,7392,7428
74050,Tiwi Islands,2750,2741
74550,Victoria Daly,3135,3155
74560,Wagait,508,519
74660,West Arnhem,6896,6881
74680,West Daly,3646,3693
79399,Unincorporated NT,7373,7376
